Date,Open,High,Low,Close,Adj Close,Volume
2022-05-10,18.520000,18.709999,18.400000,18.549999,18.202579,57446300
2022-05-11,18.600000,19.030001,18.600000,18.870001,18.516590,44034600
2022-05-12,18.770000,19.090000,18.750000,18.990000,18.634340,25040300
2022-05-13,19.139999,19.389999,19.049999,19.209999,18.850222,27983200
2022-05-16,19.290001,19.639999,19.150000,19.530001,19.164228,29746400
2022-05-17,19.760000,19.940001,19.690001,19.930000,19.556738,37015800
2022-05-18,19.830000,19.950001,19.469999,19.559999,19.193666,45581800
2022-05-19,19.580000,19.620001,19.240000,19.410000,19.046476,55752600
2022-05-20,19.580000,19.870001,19.530001,19.670000,19.301607,38174000
2022-05-23,19.809999,20.070000,19.730000,19.990000,19.615614,36222200
2022-05-24,19.870001,20.420000,19.780001,20.410000,20.027744,40495800
2022-05-25,20.260000,20.370001,20.020000,20.180000,19.802055,30288400
2022-05-26,20.190001,20.400000,20.020000,20.290001,19.909994,39550400
2022-05-27,20.290001,20.670000,20.160000,20.580000,20.194565,40497700
2022-05-30,20.600000,20.680000,20.260000,20.379999,19.998308,16964100
2022-05-31,20.410000,20.629999,20.280001,20.500000,20.116064,55770400
2022-06-01,20.530001,20.530001,20.010000,20.129999,19.752991,35754500
2022-06-02,20.260000,20.260000,19.840000,20.030001,19.673405,27083600
2022-06-03,20.000000,20.049999,19.740000,19.910000,19.555546,17800100
2022-06-06,20.030001,20.139999,19.809999,19.930000,19.575188,11405400
2022-06-07,19.780001,19.940001,19.650000,19.760000,19.408216,21522200
2022-06-08,19.620001,19.780001,19.360001,19.410000,19.064444,23629700
2022-06-09,19.420000,19.639999,19.280001,19.400000,19.054623,40261700
2022-06-10,19.219999,19.280001,18.959999,19.110001,18.769791,39495800
2022-06-13,18.920000,19.049999,18.670000,18.830000,18.494772,28188100
2022-06-14,18.959999,19.040001,18.559999,18.639999,18.308151,23589800
2022-06-15,18.900000,18.980000,18.629999,18.770000,18.435843,42167500
2022-06-17,18.510000,18.750000,18.280001,18.480000,18.151001,56517300
2022-06-20,18.660000,19.139999,18.629999,18.969999,18.632278,38181500
2022-06-21,18.879999,19.049999,18.540001,18.639999,18.499874,30440200
2022-06-22,18.639999,18.680000,18.410000,18.559999,18.420479,35022300
2022-06-23,18.650000,18.650000,17.990000,18.070000,17.934164,36957800
2022-06-24,18.190001,18.190001,17.920000,17.920000,17.785288,34188700
2022-06-27,17.980000,18.219999,17.879999,18.170000,18.033413,24748500
2022-06-28,18.250000,18.340000,17.790001,17.910000,17.775366,31457800
2022-06-29,17.910000,17.990000,17.510000,17.600000,17.467695,45403300
2022-06-30,17.340000,17.430000,17.129999,17.200001,17.070705,42129000
2022-07-01,17.200001,17.430000,16.940001,17.330000,17.199726,22723600
2022-07-04,17.240000,17.299999,17.059999,17.129999,17.019861,10774200
2022-07-05,16.990000,17.250000,16.850000,17.170000,17.059608,19873600
2022-07-06,17.110001,17.299999,16.930000,17.030001,16.920504,20841700
2022-07-07,17.219999,17.480000,17.139999,17.379999,17.268253,39176300
2022-07-08,17.430000,17.639999,17.270000,17.389999,17.278191,19211100
2022-07-11,17.190001,17.309999,16.930000,17.040001,16.930441,15202200
2022-07-12,17.059999,17.320000,16.850000,17.110001,16.999992,25334600
2022-07-13,17.040001,17.129999,16.719999,16.719999,16.612499,30571100
2022-07-14,16.480000,16.480000,16.180000,16.340000,16.234941,45285000
2022-07-15,16.440001,16.650000,16.219999,16.440001,16.334299,39165900
2022-07-18,16.590000,16.850000,16.459999,16.650000,16.542948,27541200
2022-07-19,16.790001,17.290001,16.650000,17.260000,17.149029,32754800
2022-07-20,17.190001,17.290001,16.930000,17.040001,16.930441,35322500
2022-07-21,16.940001,17.350000,16.879999,17.270000,17.158964,28221100
2022-07-22,17.309999,17.379999,16.910000,17.049999,16.940376,32676600
2022-07-25,17.070000,17.370001,17.059999,17.280001,17.168900,24554900
2022-07-26,17.270000,17.459999,17.020000,17.160000,17.049667,25712700
2022-07-27,17.219999,17.330000,17.070000,17.260000,17.149029,20248300
2022-07-28,17.200001,17.410000,16.959999,17.389999,17.278191,32776400
2022-07-29,17.389999,17.719999,17.320000,17.430000,17.317938,31334800
2022-08-01,17.450001,17.570000,17.280001,17.389999,17.278191,22790100
2022-08-02,17.400000,17.930000,17.360001,17.670000,17.575565,40541200
2022-08-03,17.760000,18.040001,17.559999,17.950001,17.854071,28300300
2022-08-04,18.100000,18.430000,18.040001,18.280001,18.182308,46297600
2022-08-05,18.100000,18.670000,17.780001,18.500000,18.401131,70278300
2022-08-08,18.559999,18.670000,18.379999,18.559999,18.460812,28027200
2022-08-09,18.600000,18.920000,18.410000,18.830000,18.729368,33583700
2022-08-10,18.830000,19.180000,18.790001,19.129999,19.027763,40650200
2022-08-11,19.320000,19.490000,19.240000,19.290001,19.186909,38010400
2022-08-12,19.400000,19.540001,19.309999,19.530001,19.425629,29995100
2022-08-15,19.250000,19.500000,19.170000,19.430000,19.326164,30443000
2022-08-16,19.410000,19.780001,19.350000,19.709999,19.604662,23972600
2022-08-17,19.580000,19.879999,19.520000,19.740000,19.634502,23628000
2022-08-18,19.809999,19.920000,19.670000,19.860001,19.753864,22363200
2022-08-19,19.709999,19.799999,19.410000,19.610001,19.505199,22014600
2022-08-22,19.370001,19.510000,19.250000,19.340000,19.236641,15569700
2022-08-23,19.309999,19.549999,19.299999,19.480000,19.375895,12149300
2022-08-24,19.389999,19.600000,19.360001,19.370001,19.266481,23308700
2022-08-25,19.459999,19.680000,19.350000,19.510000,19.405733,33878200
2022-08-26,19.600000,19.820000,19.389999,19.440001,19.336107,29014500
2022-08-29,19.299999,19.629999,19.120001,19.510000,19.405733,19061800
2022-08-30,19.680000,19.700001,19.410000,19.450001,19.346054,18597600
2022-08-31,19.530001,19.610001,18.879999,18.959999,18.858671,50789500
2022-09-01,18.969999,19.389999,18.660000,19.120001,19.017818,32988800
2022-09-02,19.170000,19.660000,19.120001,19.309999,19.225882,49703800
2022-09-05,19.400000,19.549999,19.209999,19.350000,19.265707,14188800
2022-09-06,19.350000,19.450001,19.049999,19.230000,19.146231,35403700
2022-09-08,19.250000,19.330000,18.950001,19.120001,19.036711,18121700
2022-09-09,19.309999,19.559999,19.270000,19.379999,19.295574,17577500
2022-09-12,19.549999,19.930000,19.480000,19.570000,19.484747,21459500
2022-09-13,19.459999,19.600000,19.299999,19.420000,19.335402,20325400
2022-09-14,19.320000,19.490000,19.200001,19.330000,19.245794,17631500
2022-09-15,19.350000,19.490000,19.129999,19.260000,19.176098,17430800
2022-09-16,19.120001,19.170000,18.760000,19.040001,18.957060,55848400
2022-09-19,19.030001,19.610001,18.930000,19.530001,19.444923,47561500
2022-09-20,19.530001,20.240000,19.520000,20.160000,20.072178,55045000
2022-09-21,20.190001,20.299999,19.910000,20.040001,19.952703,36242300
2022-09-22,20.299999,20.600000,20.020000,20.500000,20.410698,39088100
2022-09-23,20.219999,20.290001,19.740000,20.100000,20.012440,38353600
2022-09-26,19.900000,20.049999,19.709999,19.740000,19.654007,10591200
2022-09-27,19.690001,19.790001,19.580000,19.620001,19.534533,29141500
2022-09-28,19.620001,20.040001,19.490000,19.629999,19.544487,38504200
2022-09-29,19.410000,19.959999,19.389999,19.780001,19.693836,36767300
2022-09-30,19.660000,20.000000,19.660000,19.840000,19.753572,23472700
2022-10-03,20.240000,21.309999,20.150000,21.209999,21.117603,72013900
2022-10-04,21.559999,21.600000,21.020000,21.180000,21.106617,32759000
2022-10-05,21.240000,21.639999,21.030001,21.410000,21.335821,28893000
2022-10-06,21.559999,21.559999,20.820000,20.969999,20.897345,47265200
2022-10-07,20.650000,20.670000,20.059999,20.469999,20.399076,73837200
2022-10-10,20.459999,20.530001,20.010000,20.160000,20.090153,49206300
2022-10-11,20.010000,20.230000,19.980000,20.110001,20.040325,32893900
2022-10-13,19.900000,20.049999,19.620001,19.820000,19.751329,37633900
2022-10-14,19.840000,20.100000,19.570000,19.690001,19.621782,26359800
2022-10-17,19.750000,19.990000,19.660000,19.830000,19.761293,18923800
2022-10-18,20.040001,20.150000,19.770000,19.980000,19.910774,44309400
2022-10-19,19.980000,20.120001,19.840000,20.070000,20.000462,29547600
2022-10-20,20.100000,20.379999,20.000000,20.299999,20.229666,49603500
2022-10-21,20.170000,20.840000,20.170000,20.730000,20.658175,50452400
2022-10-24,20.469999,20.559999,19.709999,19.850000,19.781227,41018300
2022-10-25,19.840000,19.990000,19.670000,19.730000,19.661642,24860900
2022-10-26,19.040001,19.320000,18.830000,18.870001,18.804621,55001100
2022-10-27,19.070000,19.389999,19.000000,19.219999,19.153408,32956100
2022-10-28,19.230000,19.420000,19.120001,19.330000,19.263029,23368600
2022-10-31,18.750000,20.010000,18.750000,19.860001,19.791191,58768900
2022-11-01,20.100000,20.559999,19.760000,19.969999,19.900808,48476000
2022-11-03,19.600000,19.770000,19.350000,19.610001,19.560642,31611800
2022-11-04,19.900000,20.010000,19.400000,19.400000,19.351170,41996600
2022-11-07,19.270000,19.400000,18.740000,18.760000,18.712782,52267000
2022-11-08,18.680000,18.730000,18.350000,18.580000,18.533234,56009200
2022-11-09,17.200001,17.250000,15.250000,15.350000,15.311364,499194800
2022-11-10,15.400000,15.550000,14.840000,14.900000,14.862496,180563000
2022-11-11,15.000000,15.500000,14.700000,15.150000,15.111867,121144900
2022-11-14,15.370000,15.490000,14.820000,15.160000,15.121841,73637500
2022-11-16,15.290000,15.440000,15.010000,15.210000,15.171717,69709700
2022-11-17,15.190000,15.550000,15.040000,15.540000,15.500886,111982000
2022-11-18,15.750000,16.020000,15.580000,15.610000,15.570709,76091400
2022-11-21,15.710000,15.830000,15.230000,15.500000,15.460986,46728300
2022-11-22,15.580000,15.700000,15.300000,15.440000,15.401136,40922700
2022-11-23,15.320000,15.450000,15.210000,15.330000,15.291414,48131200
2022-11-24,15.500000,15.800000,15.390000,15.640000,15.600635,25028500
2022-11-25,15.640000,15.680000,15.300000,15.350000,15.311364,31535100
2022-11-28,15.380000,15.440000,15.240000,15.330000,15.291414,35206100
2022-11-29,15.350000,15.710000,15.210000,15.510000,15.470962,31529200
2022-11-30,15.450000,15.640000,15.240000,15.580000,15.540786,39650500
2022-12-01,15.460000,15.630000,15.320000,15.400000,15.361238,59654400
2022-12-02,15.400000,15.750000,15.150000,15.370000,15.350227,86889800
2022-12-05,15.300000,15.310000,14.780000,14.800000,14.780961,48011700
2022-12-06,14.930000,15.150000,14.750000,15.150000,15.130510,73397300
2022-12-07,15.030000,15.240000,14.980000,14.980000,14.960729,27019100
2022-12-08,14.980000,14.980000,14.480000,14.550000,14.531282,40884200
2022-12-09,14.620000,14.650000,14.290000,14.300000,14.281604,29843800
2022-12-12,14.290000,14.350000,13.800000,14.140000,14.121810,62653000
2022-12-13,14.230000,14.300000,13.690000,13.720000,13.702351,46700100
2022-12-14,13.600000,14.150000,13.440000,14.010000,13.991977,76655700
2022-12-15,13.900000,14.260000,13.810000,13.840000,13.822196,46986900
2022-12-16,13.850000,13.970000,13.720000,13.820000,13.802221,50773500
2022-12-19,13.870000,14.300000,13.850000,14.200000,14.181732,35317400
2022-12-20,14.180000,14.970000,14.130000,14.710000,14.691076,84518300
2022-12-21,14.840000,14.970000,14.570000,14.830000,14.810922,43956000
2022-12-22,14.900000,15.000000,14.680000,14.880000,14.860858,20749500
2022-12-23,14.950000,15.280000,14.910000,15.140000,15.120523,21104200
2022-12-26,15.090000,15.130000,14.740000,14.780000,14.760986,13937200
2022-12-27,14.940000,14.980000,14.560000,14.710000,14.691076,78235200
2022-12-28,14.750000,15.230000,14.690000,15.160000,15.140497,45117800
2022-12-29,15.250000,15.480000,15.130000,15.150000,15.130510,41911700
2023-01-02,14.900000,14.990000,14.660000,14.750000,14.731025,24748300
2023-01-03,14.760000,14.780000,13.950000,14.000000,14.000000,127764400
2023-01-04,14.150000,14.230000,13.660000,14.040000,14.040000,153235200
2023-01-05,14.110000,14.710000,14.070000,14.650000,14.650000,164949200
2023-01-06,14.660000,15.080000,14.500000,15.060000,15.060000,86788300
